date,site_name,solar_generation_mw,renewable_energy_mwh,co2_avoided_kg,coal_saved_kg,trees_equivalent,co2_avoided_tons,coal_saved_tons,trees_equivalent_million
2022-07-20,Khavda Renewable Energy Park,3417.5704649848185,19821.91,16253966.2,9910955.0,738816.65,16253.97,9910.96,0.74
2022-07-21,Khavda Renewable Energy Park,3373.101472508431,19563.99,16042471.8,9781995.0,729203.26,16042.47,9782.0,0.73
2022-07-22,Khavda Renewable Energy Park,1768.2558741618457,10255.88,8409821.6,5127940.0,382264.62,8409.82,5127.94,0.38
2022-07-23,Khavda Renewable Energy Park,84.47329890820885,489.95,401759.0,244975.0,18261.77,401.76,244.98,0.02
2022-07-24,Khavda Renewable Energy Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,Khavda Renewable Energy Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,Khavda Renewable Energy Park,2.7324301396894617,15.85,12997.0,7925.0,590.77,13.0,7.92,0.0
2022-07-27,Khavda Renewable Energy Park,1973.6666873426432,11447.27,9386761.4,5723635.0,426670.97,9386.76,5723.64,0.43
2022-07-28,Khavda Renewable Energy Park,4732.514834397827,27448.59,22507843.8,13724295.0,1023083.81,22507.84,13724.3,1.02
2022-07-29,Khavda Renewable Energy Park,3260.585479416778,18911.4,15507348.0,9455700.0,704879.45,15507.35,9455.7,0.7
2022-07-30,Khavda Renewable Energy Park,3168.371490557743,18376.55,15068771.0,9188275.0,684944.14,15068.77,9188.28,0.68
2022-07-31,Khavda Renewable Energy Park,3628.988896315518,21048.14,17259474.8,10524070.0,784521.58,17259.47,10524.07,0.78
2022-08-01,Khavda Renewable Energy Park,2123.2290492534767,12314.73,10098078.6,6157365.0,459003.57,10098.08,6157.36,0.46
2022-08-02,Khavda Renewable Energy Park,2267.950408873662,13154.11,10786370.2,6577055.0,490289.55,10786.37,6577.06,0.49
2022-08-03,Khavda Renewable Energy Park,3872.160063425988,22458.53,18415994.6,11229265.0,837090.66,18415.99,11229.26,0.84
2022-08-04,Khavda Renewable Energy Park,4.497254298280463,26.08,21385.6,13040.0,972.07,21.39,13.04,0.0
2022-08-05,Khavda Renewable Energy Park,3.0633704031412745,17.77,14571.4,8885.0,662.34,14.57,8.88,0.0
2022-08-06,Khavda Renewable Energy Park,4.719278140783374,27.37,22443.4,13685.0,1020.15,22.44,13.68,0.0
2022-08-07,Khavda Renewable Energy Park,360.36081680289993,2090.09,1713873.8,1045045.0,77903.35,1713.87,1045.04,0.08
2022-08-08,Khavda Renewable Energy Park,8.778687498008765,50.92,41754.4,25460.0,1897.93,41.75,25.46,0.0
2022-08-09,Khavda Renewable Energy Park,1235.2879895681835,7164.67,5875029.4,3582335.0,267046.79,5875.03,3582.34,0.27
2022-08-10,Khavda Renewable Energy Park,524.1523533054681,3040.08,2492865.6,1520040.0,113312.07,2492.87,1520.04,0.11
2022-08-11,Khavda Renewable Energy Park,7.663947746088842,44.45,36449.0,22225.0,1656.77,36.45,22.22,0.0
2022-08-12,Khavda Renewable Energy Park,13.846720726647716,80.31,65854.2,40155.0,2993.37,65.85,40.16,0.0
2022-08-13,Khavda Renewable Energy Park,835.6122199182748,4846.55,3974171.0,2423275.0,180644.14,3974.17,2423.28,0.18
2022-08-14,Khavda Renewable Energy Park,1099.4349152306447,6376.72,5228910.4,3188360.0,237677.75,5228.91,3188.36,0.24
2022-08-15,Khavda Renewable Energy Park,399.1402916131274,2315.01,1898308.2,1157505.0,86286.74,1898.31,1157.51,0.09
2022-08-16,Khavda Renewable Energy Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,Khavda Renewable Energy Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,Khavda Renewable Energy Park,35.34060090781773,204.98,168083.6,102490.0,7640.16,168.08,102.49,0.01
2022-08-19,Khavda Renewable Energy Park,1071.7281327198727,6216.02,5097136.4,3108010.0,231688.02,5097.14,3108.01,0.23
2022-08-20,Khavda Renewable Energy Park,2985.5308247122966,17316.08,14199185.6,8658040.0,645417.53,14199.19,8658.04,0.65
2022-08-21,Khavda Renewable Energy Park,266.9837027211971,1548.51,1269778.2,774255.0,57717.19,1269.78,774.26,0.06
2022-08-22,Khavda Renewable Energy Park,330.1291266502507,1914.75,1570095.0,957375.0,71367.95,1570.1,957.38,0.07
2022-08-23,Khavda Renewable Energy Park,256.9497355431509,1490.31,1222054.2,745155.0,55547.92,1222.05,745.16,0.06
2022-08-24,Khavda Renewable Energy Park,376.6547881680135,2184.6,1791372.0,1092300.0,81426.0,1791.37,1092.3,0.08
2022-08-25,Khavda Renewable Energy Park,2905.754402004768,16853.38,13819771.6,8426690.0,628171.44,13819.77,8426.69,0.63
2022-08-26,Khavda Renewable Energy Park,10426.506099724014,60473.74,49588466.8,30236870.0,2254021.22,49588.47,30236.87,2.25
2022-08-27,Khavda Renewable Energy Park,10379.78813245372,60202.77,49366271.4,30101385.0,2243921.43,49366.27,30101.38,2.24
2022-08-28,Khavda Renewable Energy Park,4114.261620987816,23862.72,19567430.4,11931360.0,889428.65,19567.43,11931.36,0.89
2022-08-29,Khavda Renewable Energy Park,3040.015830129028,17632.09,14458313.8,8816045.0,657196.08,14458.31,8816.04,0.66
2022-08-30,Khavda Renewable Energy Park,7507.91922440278,43545.93,35707662.6,21772965.0,1623075.57,35707.66,21772.96,1.62
2022-08-31,Khavda Renewable Energy Park,8408.16748924568,48767.37,39989243.4,24383685.0,1817692.88,39989.24,24383.68,1.82
2022-09-01,Khavda Renewable Energy Park,2714.3315127421924,15743.12,12909358.4,7871560.0,586789.02,12909.36,7871.56,0.59
2022-09-02,Khavda Renewable Energy Park,2451.525036419828,14218.85,11659457.0,7109425.0,529975.32,11659.46,7109.42,0.53
2022-09-03,Khavda Renewable Energy Park,8284.383896128114,48049.43,39400532.6,24024715.0,1790933.3,39400.53,24024.72,1.79
2022-09-04,Khavda Renewable Energy Park,6371.595218113845,36955.25,30303305.0,18477625.0,1377422.95,30303.3,18477.62,1.38
2022-09-05,Khavda Renewable Energy Park,6876.960800732294,39886.37,32706823.4,19943185.0,1486673.79,32706.82,19943.19,1.49
2022-09-06,Khavda Renewable Energy Park,7402.970455517785,42937.23,35208528.6,21468615.0,1600387.66,35208.53,21468.62,1.6
2022-09-07,Khavda Renewable Energy Park,10303.75200665111,59761.76,49004643.2,29880880.0,2227483.78,49004.64,29880.88,2.23
2022-09-08,Khavda Renewable Energy Park,11247.006920884023,65232.64,53490764.8,32616320.0,2431398.4,53490.76,32616.32,2.43
2022-09-09,Khavda Renewable Energy Park,8312.909230232528,48214.87,39536193.4,24107435.0,1797099.7,39536.19,24107.44,1.8
2022-09-10,Khavda Renewable Energy Park,6286.61072067706,36462.34,29899118.8,18231170.0,1359050.85,29899.12,18231.17,1.36
2022-09-11,Khavda Renewable Energy Park,8.203730161863508,47.58,39015.6,23790.0,1773.44,39.02,23.79,0.0
2022-09-12,Khavda Renewable Energy Park,97.97979787203631,568.28,465989.6,284140.0,21181.35,465.99,284.14,0.02
2022-09-13,Khavda Renewable Energy Park,1889.31137814977,10958.01,8985568.2,5479005.0,408434.92,8985.57,5479.0,0.41
2022-09-14,Khavda Renewable Energy Park,947.211793250798,5493.83,4504940.6,2746915.0,204770.03,4504.94,2746.92,0.2
2022-09-15,Khavda Renewable Energy Park,1694.4643056491664,9827.89,8058869.8,4913945.0,366312.26,8058.87,4913.94,0.37
2022-09-16,Khavda Renewable Energy Park,5785.9589820466335,33558.56,27518019.2,16779280.0,1250819.05,27518.02,16779.28,1.25
2022-09-17,Khavda Renewable Energy Park,7411.122860792229,42984.51,35247298.2,21492255.0,1602149.92,35247.3,21492.26,1.6
2022-09-18,Khavda Renewable Energy Park,8472.10432776891,49138.21,40293332.2,24569105.0,1831515.1,40293.33,24569.1,1.83
2022-09-19,Khavda Renewable Energy Park,11181.536269178876,64852.91,53179386.2,32426455.0,2417244.83,53179.39,32426.46,2.42
2022-09-20,Khavda Renewable Energy Park,10241.613424377796,59401.36,48709115.2,29700680.0,2214050.69,48709.12,29700.68,2.21
2022-09-21,Khavda Renewable Energy Park,10450.865041772504,60615.02,49704316.4,30307510.0,2259287.11,49704.32,30307.51,2.26
2022-09-22,Khavda Renewable Energy Park,8060.97852116209,46753.68,38338017.6,23376840.0,1742637.16,38338.02,23376.84,1.74
2022-09-23,Khavda Renewable Energy Park,4073.941902724214,23628.86,19375665.2,11814430.0,880712.05,19375.67,11814.43,0.88
2022-09-24,Khavda Renewable Energy Park,4396.358288229779,25498.88,20909081.6,12749440.0,950412.8,20909.08,12749.44,0.95
2022-09-25,Khavda Renewable Energy Park,6355.324280358911,36860.88,30225921.6,18430440.0,1373905.53,30225.92,18430.44,1.37
2022-09-26,Khavda Renewable Energy Park,10041.834334385278,58242.64,47758964.8,29121320.0,2170862.04,47758.96,29121.32,2.17
2022-09-27,Khavda Renewable Energy Park,10568.773695269232,61298.89,50265089.8,30649445.0,2284776.81,50265.09,30649.44,2.28
2022-09-28,Khavda Renewable Energy Park,9351.197136681283,54236.94,44474290.8,27118470.0,2021558.67,44474.29,27118.47,2.02
2022-09-29,Khavda Renewable Energy Park,6938.748013864896,40244.74,33000686.8,20122370.0,1500031.22,33000.69,20122.37,1.5
2022-09-30,Khavda Renewable Energy Park,12887.210945423016,74745.82,61291572.4,37372910.0,2785980.56,61291.57,37372.91,2.79
2022-10-01,Khavda Renewable Energy Park,10980.279427740406,63685.62,52222208.4,31842810.0,2373736.75,52222.21,31842.81,2.37
2022-10-02,Khavda Renewable Energy Park,11595.907070444677,67256.26,55150133.2,33628130.0,2506824.24,55150.13,33628.13,2.51
2022-10-03,Khavda Renewable Energy Park,10959.522709720331,63565.23,52123488.6,31782615.0,2369249.48,52123.49,31782.62,2.37
2022-10-04,Khavda Renewable Energy Park,11461.535481632833,66476.91,54511066.2,33238455.0,2477775.74,54511.07,33238.46,2.48
2022-10-05,Khavda Renewable Energy Park,11274.987350416084,65394.93,53623842.6,32697465.0,2437447.39,53623.84,32697.46,2.44
2022-10-06,Khavda Renewable Energy Park,10964.852041595306,63596.14,52148834.8,31798070.0,2370401.58,52148.83,31798.07,2.37
2022-10-07,Khavda Renewable Energy Park,1507.050487308617,8740.89,7167529.8,4370445.0,325796.81,7167.53,4370.44,0.33
2022-10-08,Khavda Renewable Energy Park,5743.666207366419,33313.26,27316873.2,16656630.0,1241676.05,27316.87,16656.63,1.24
2022-10-09,Khavda Renewable Energy Park,10309.42597932952,59794.67,49031629.4,29897335.0,2228710.43,49031.63,29897.34,2.23
2022-10-10,Khavda Renewable Energy Park,11265.45675891997,65339.65,53578513.0,32669825.0,2435386.95,53578.51,32669.82,2.44
2022-10-11,Khavda Renewable Energy Park,11428.225064110678,66283.71,54352642.2,33141855.0,2470574.65,54352.64,33141.86,2.47
2022-10-12,Khavda Renewable Energy Park,11309.357846051204,65594.28,53787309.6,32797140.0,2444877.71,53787.31,32797.14,2.44
2022-10-13,Khavda Renewable Energy Park,11707.460918390843,67903.27,55680681.4,33951635.0,2530940.06,55680.68,33951.64,2.53
2022-10-14,Khavda Renewable Energy Park,11170.913683762226,64791.3,53128866.0,32395650.0,2414948.45,53128.87,32395.65,2.41
2022-10-15,Khavda Renewable Energy Park,11398.507847152146,66111.35,54211307.0,33055675.0,2464150.32,54211.31,33055.68,2.46
2022-10-16,Khavda Renewable Energy Park,8722.424553363102,50590.06,41483849.2,25295030.0,1885629.51,41483.85,25295.03,1.89
2022-10-17,Khavda Renewable Energy Park,12207.280263655472,70802.23,58057828.6,35401115.0,2638992.21,58057.83,35401.12,2.64
2022-10-18,Khavda Renewable Energy Park,12203.632043195608,70781.07,58040477.4,35390535.0,2638203.52,58040.48,35390.54,2.64
2022-10-19,Khavda Renewable Energy Park,12063.531558006283,69968.48,57374153.6,34984240.0,2607916.07,57374.15,34984.24,2.61
2022-10-20,Khavda Renewable Energy Park,11346.192914844054,65807.92,53962494.4,32903960.0,2452840.65,53962.49,32903.96,2.45
2022-10-21,Khavda Renewable Energy Park,8699.790242938083,50458.78,41376199.6,25229390.0,1880736.35,41376.2,25229.39,1.88
2022-10-22,Khavda Renewable Energy Park,11345.2197642383,65802.27,53957861.4,32901135.0,2452630.06,53957.86,32901.14,2.45
2022-10-23,Khavda Renewable Energy Park,10245.93431399256,59426.42,48729664.4,29713210.0,2214984.75,48729.66,29713.21,2.21
2022-10-24,Khavda Renewable Energy Park,11431.056009041418,66300.12,54366098.4,33150060.0,2471186.29,54366.1,33150.06,2.47
2022-10-25,Khavda Renewable Energy Park,11505.20528565076,66730.19,54718755.8,33365095.0,2487216.17,54718.76,33365.1,2.49
2022-10-26,Khavda Renewable Energy Park,11031.576255999524,63983.14,52466174.8,31991570.0,2384826.13,52466.17,31991.57,2.38
2022-10-27,Khavda Renewable Energy Park,11315.70174897189,65631.07,53817477.4,32815535.0,2446248.97,53817.48,32815.54,2.45
2022-10-28,Khavda Renewable Energy Park,9246.795628200274,53631.41,43977756.2,26815705.0,1998988.92,43977.76,26815.7,2.0
2022-10-29,Khavda Renewable Energy Park,10271.29951346192,59573.54,48850302.8,29786770.0,2220468.31,48850.3,29786.77,2.22
2022-10-30,Khavda Renewable Energy Park,10713.347028218432,62137.41,50952676.2,31068705.0,2316030.74,50952.68,31068.7,2.32
2022-10-31,Khavda Renewable Energy Park,10306.482755385345,59777.6,49017632.0,29888800.0,2228074.18,49017.63,29888.8,2.23
2022-11-01,Khavda Renewable Energy Park,10880.168302944598,63104.98,51746083.6,31552490.0,2352094.71,51746.08,31552.49,2.35
2022-11-02,Khavda Renewable Energy Park,8600.650089913379,49883.77,40904691.4,24941885.0,1859304.15,40904.69,24941.88,1.86
2022-11-03,Khavda Renewable Energy Park,10666.355574691856,61864.86,50729185.2,30932430.0,2305872.05,50729.19,30932.43,2.31
2022-11-04,Khavda Renewable Energy Park,11132.14996502914,64566.47,52944505.4,32283235.0,2406568.43,52944.51,32283.24,2.41
2022-11-05,Khavda Renewable Energy Park,7812.301951207671,45311.35,37155307.0,22655675.0,1688877.59,37155.31,22655.68,1.69
2022-11-06,Khavda Renewable Energy Park,3094.8614013056995,17950.2,14719164.0,8975100.0,669052.91,14719.16,8975.1,0.67
2022-11-07,Khavda Renewable Energy Park,5133.453633806609,29774.03,24414704.6,14887015.0,1109759.3,24414.7,14887.02,1.11
2022-11-08,Khavda Renewable Energy Park,9656.974886989752,56010.45,45928569.0,28005225.0,2087662.23,45928.57,28005.22,2.09
2022-11-09,Khavda Renewable Energy Park,10093.925893031836,58544.77,48006711.4,29272385.0,2182123.25,48006.71,29272.38,2.18
2022-11-10,Khavda Renewable Energy Park,9788.684558657267,56774.37,46554983.4,28387185.0,2116135.61,46554.98,28387.18,2.12
2022-11-11,Khavda Renewable Energy Park,8892.932672334595,51579.01,42294788.2,25789505.0,1922490.37,42294.79,25789.5,1.92
2022-11-12,Khavda Renewable Energy Park,9497.260334533725,55084.11,45168970.2,27542055.0,2053135.01,45168.97,27542.06,2.05
2022-11-13,Khavda Renewable Energy Park,9838.455527595745,57063.04,46791692.8,28531520.0,2126895.13,46791.69,28531.52,2.13
2022-11-14,Khavda Renewable Energy Park,8979.118210694527,52078.89,42704689.8,26039445.0,1941122.26,42704.69,26039.44,1.94
2022-11-15,Khavda Renewable Energy Park,9004.398448545042,52225.51,42824918.2,26112755.0,1946587.19,42824.92,26112.76,1.95
2022-11-16,Khavda Renewable Energy Park,9527.776120379083,55261.1,45314102.0,27630550.0,2059731.91,45314.1,27630.55,2.06
2022-11-17,Khavda Renewable Energy Park,9771.63887057683,56675.51,46473918.2,28337755.0,2112450.83,46473.92,28337.76,2.11
2022-11-18,Khavda Renewable Energy Park,9685.986966858514,56178.72,46066550.4,28089360.0,2093934.11,46066.55,28089.36,2.09
2022-11-19,Khavda Renewable Energy Park,9573.409928920148,55525.78,45531139.6,27762890.0,2069597.25,45531.14,27762.89,2.07
2022-11-20,Khavda Renewable Energy Park,9231.09358703847,53540.34,43903078.8,26770170.0,1995594.49,43903.08,26770.17,2.0
2022-11-21,Khavda Renewable Energy Park,10103.926814079578,58602.78,48054279.6,29301390.0,2184285.44,48054.28,29301.39,2.18
2022-11-22,Khavda Renewable Energy Park,9520.248625413213,55217.44,45278300.8,27608720.0,2058104.58,45278.3,27608.72,2.06
2022-11-23,Khavda Renewable Energy Park,9625.085963835734,55825.5,45776910.0,27912750.0,2080768.64,45776.91,27912.75,2.08
2022-11-24,Khavda Renewable Energy Park,6505.484703924576,37731.81,30940084.2,18865905.0,1406367.46,30940.08,18865.9,1.41
2022-11-25,Khavda Renewable Energy Park,3307.566680972423,19183.89,15730789.8,9591945.0,715035.9,15730.79,9591.94,0.72
2022-11-26,Khavda Renewable Energy Park,9639.24912426361,55907.64,45844264.8,27953820.0,2083830.22,45844.26,27953.82,2.08
2022-11-27,Khavda Renewable Energy Park,9789.063303255232,56776.57,46556787.4,28388285.0,2116217.61,46556.79,28388.28,2.12
2022-11-28,Khavda Renewable Energy Park,9293.654183856366,53903.19,44200615.8,26951595.0,2009118.9,44200.62,26951.6,2.01
2022-11-29,Khavda Renewable Energy Park,5881.468743786513,34112.52,27972266.4,17056260.0,1271466.65,27972.27,17056.26,1.27
2022-11-30,Khavda Renewable Energy Park,9219.612433077717,53473.75,43848475.0,26736875.0,1993112.5,43848.48,26736.88,1.99
2022-12-01,Khavda Renewable Energy Park,9820.334489509349,56957.94,46705510.8,28478970.0,2122977.76,46705.51,28478.97,2.12
2022-12-02,Khavda Renewable Energy Park,9180.024982611065,53244.14,43660194.8,26622070.0,1984554.31,43660.19,26622.07,1.98
2022-12-03,Khavda Renewable Energy Park,9320.490173470243,54058.84,44328248.8,27029420.0,2014920.4,44328.25,27029.42,2.01
2022-12-04,Khavda Renewable Energy Park,9961.35366462559,57775.85,47376197.0,28887925.0,2153463.5,47376.2,28887.92,2.15
2022-12-05,Khavda Renewable Energy Park,9540.649788710552,55335.77,45375331.4,27667885.0,2062515.06,45375.33,27667.88,2.06
2022-12-06,Khavda Renewable Energy Park,9469.726443285314,54924.41,45038016.2,27462205.0,2047182.55,45038.02,27462.2,2.05
2022-12-07,Khavda Renewable Energy Park,9206.367891379654,53396.93,43785482.6,26698465.0,1990249.21,43785.48,26698.46,1.99
2022-12-08,Khavda Renewable Energy Park,9322.491620073852,54070.45,44337769.0,27035225.0,2015353.14,44337.77,27035.22,2.02
2022-12-09,Khavda Renewable Energy Park,8712.39899172611,50531.91,41436166.2,25265955.0,1883462.1,41436.17,25265.96,1.88
2022-12-10,Khavda Renewable Energy Park,8998.25894849536,52189.9,42795718.0,26094950.0,1945259.91,42795.72,26094.95,1.95
2022-12-11,Khavda Renewable Energy Park,9322.2293264223,54068.93,44336522.6,27034465.0,2015296.48,44336.52,27034.46,2.02
2022-12-12,Khavda Renewable Energy Park,9590.90134504977,55627.23,45614328.6,27813615.0,2073378.57,45614.33,27813.62,2.07
2022-12-13,Khavda Renewable Energy Park,9759.359629651157,56604.29,46415517.8,28302145.0,2109796.26,46415.52,28302.14,2.11
2022-12-14,Khavda Renewable Energy Park,8321.740050378568,48266.09,39578193.8,24133045.0,1799008.81,39578.19,24133.04,1.8
2022-12-15,Khavda Renewable Energy Park,7187.77418157383,41689.09,34185053.8,20844545.0,1553866.08,34185.05,20844.54,1.55
2022-12-16,Khavda Renewable Energy Park,7181.1991295949165,41650.95,34153779.0,20825475.0,1552444.5,34153.78,20825.47,1.55
2022-12-17,Khavda Renewable Energy Park,6560.4964863247005,38050.88,31201721.6,19025440.0,1418260.07,31201.72,19025.44,1.42
2022-12-18,Khavda Renewable Energy Park,5498.832614656015,31893.23,26152448.6,15946615.0,1188747.66,26152.45,15946.62,1.19
2022-12-19,Khavda Renewable Energy Park,2416.1241701890867,14013.52,11491086.4,7006760.0,522322.11,11491.09,7006.76,0.52
2022-12-20,Khavda Renewable Energy Park,2259.4997123129247,13105.1,10746182.0,6552550.0,488462.82,10746.18,6552.55,0.49
2022-12-21,Khavda Renewable Energy Park,9076.153531576378,52641.69,43166185.8,26320845.0,1962099.35,43166.19,26320.84,1.96
2022-12-22,Khavda Renewable Energy Park,9091.090291223994,52728.32,43237222.4,26364160.0,1965328.29,43237.22,26364.16,1.97
2022-12-23,Khavda Renewable Energy Park,8814.822549000868,51125.97,41923295.4,25562985.0,1905604.34,41923.3,25562.98,1.91
2022-12-24,Khavda Renewable Energy Park,8799.86751760819,51039.23,41852168.6,25519615.0,1902371.3,41852.17,25519.62,1.9
2022-12-25,Khavda Renewable Energy Park,7920.411605290656,45938.39,37669479.8,22969195.0,1712249.08,37669.48,22969.2,1.71
2022-12-26,Khavda Renewable Energy Park,9010.663885306256,52261.85,42854717.0,26130925.0,1947941.68,42854.72,26130.92,1.95
2022-12-27,Khavda Renewable Energy Park,9248.6589627847,53642.22,43986620.4,26821110.0,1999391.84,43986.62,26821.11,2.0
2022-12-28,Khavda Renewable Energy Park,9183.61356123103,53264.96,43677267.2,26632480.0,1985330.33,43677.27,26632.48,1.99
2022-12-29,Khavda Renewable Energy Park,6896.759765113238,40001.21,32800992.2,20000605.0,1490954.19,32800.99,20000.6,1.49
2022-12-30,Khavda Renewable Energy Park,8878.369047975164,51494.54,42225522.8,25747270.0,1919341.95,42225.52,25747.27,1.92
2022-12-31,Khavda Renewable Energy Park,10116.48854960296,58675.63,48114016.6,29337815.0,2187000.75,48114.02,29337.82,2.19
2023-01-01,Khavda Renewable Energy Park,9315.492271401585,54029.86,44304485.2,27014930.0,2013840.24,44304.49,27014.93,2.01
2023-01-02,Khavda Renewable Energy Park,4178.172400211302,24233.4,19871388.0,12116700.0,903244.91,19871.39,12116.7,0.9
2023-01-03,Khavda Renewable Energy Park,7650.512042047459,44372.97,36385835.4,22186485.0,1653901.61,36385.84,22186.48,1.65
2023-01-04,Khavda Renewable Energy Park,10418.875365206171,60429.48,49552173.6,30214740.0,2252371.53,49552.17,30214.74,2.25
2023-01-05,Khavda Renewable Energy Park,9613.449359908109,55758.01,45721568.2,27879005.0,2078253.1,45721.57,27879.0,2.08
2023-01-06,Khavda Renewable Energy Park,9840.203934825457,57073.18,46800007.6,28536590.0,2127273.07,46800.01,28536.59,2.13
2023-01-07,Khavda Renewable Energy Park,9399.84234539309,54519.09,44705653.8,27259545.0,2032075.17,44705.65,27259.54,2.03
2023-01-08,Khavda Renewable Energy Park,9323.953646890948,54078.93,44344722.6,27039465.0,2015669.21,44344.72,27039.46,2.02
2023-01-09,Khavda Renewable Energy Park,8969.872734904317,52025.26,42660713.2,26012630.0,1939123.33,42660.71,26012.63,1.94
2023-01-10,Khavda Renewable Energy Park,9471.407318359465,54934.16,45046011.2,27467080.0,2047545.96,45046.01,27467.08,2.05
2023-01-11,Khavda Renewable Energy Park,8474.243846525085,49150.61,40303500.2,24575305.0,1831977.28,40303.5,24575.3,1.83
2023-01-12,Khavda Renewable Energy Park,9512.699452075934,55173.66,45242401.2,27586830.0,2056472.78,45242.4,27586.83,2.06
2023-01-13,Khavda Renewable Energy Park,9465.91599599856,54902.31,45019894.2,27451155.0,2046358.83,45019.89,27451.16,2.05
2023-01-14,Khavda Renewable Energy Park,9285.797639349355,53857.63,44163256.6,26928815.0,2007420.75,44163.26,26928.82,2.01
2023-01-15,Khavda Renewable Energy Park,11169.797871528735,64784.83,53123560.6,32392415.0,2414707.3,53123.56,32392.42,2.41
2023-01-16,Khavda Renewable Energy Park,10338.746134380852,59964.73,49171078.6,29982365.0,2235049.03,49171.08,29982.36,2.24
2023-01-17,Khavda Renewable Energy Park,7612.947040249721,44155.09,36207173.8,22077545.0,1645780.63,36207.17,22077.54,1.65
2023-01-18,Khavda Renewable Energy Park,6855.332143817885,39760.93,32603962.6,19880465.0,1481998.3,32603.96,19880.46,1.48
2023-01-19,Khavda Renewable Energy Park,3901.967847454076,22631.41,18557756.2,11315705.0,843534.37,18557.76,11315.7,0.84
2023-01-20,Khavda Renewable Energy Park,9925.98658747888,57570.72,47207990.4,28785360.0,2145817.75,47207.99,28785.36,2.15
2023-01-21,Khavda Renewable Energy Park,10503.031750544587,60917.58,49952415.6,30458790.0,2270564.35,49952.42,30458.79,2.27
2023-01-22,Khavda Renewable Energy Park,10422.198071911618,60448.75,49567975.0,30224375.0,2253089.77,49567.98,30224.38,2.25
2023-01-23,Khavda Renewable Energy Park,10341.331140224323,59979.72,49183370.4,29989860.0,2235607.75,49183.37,29989.86,2.24
2023-01-24,Khavda Renewable Energy Park,10242.062447338943,59403.96,48711247.2,29701980.0,2214147.6,48711.25,29701.98,2.21
2023-01-25,Khavda Renewable Energy Park,9207.903017514896,53405.84,43792788.8,26702920.0,1990581.31,43792.79,26702.92,1.99
2023-01-26,Khavda Renewable Energy Park,10079.273209043831,58459.78,47937019.6,29229890.0,2178955.44,47937.02,29229.89,2.18
2023-01-27,Khavda Renewable Energy Park,10626.819947413278,61635.56,50541159.2,30817780.0,2297325.42,50541.16,30817.78,2.3
2023-01-28,Khavda Renewable Energy Park,10149.555992693551,58867.42,48271284.4,29433710.0,2194149.29,48271.28,29433.71,2.19
2023-01-29,Khavda Renewable Energy Park,10593.013566606664,61439.48,50380373.6,30719740.0,2290016.98,50380.37,30719.74,2.29
2023-01-30,Khavda Renewable Energy Park,10960.32653301382,63569.89,52127309.8,31784945.0,2369423.17,52127.31,31784.94,2.37
2023-01-31,Khavda Renewable Energy Park,11955.294603365084,69340.71,56859382.2,34670355.0,2584517.37,56859.38,34670.36,2.58
2023-02-01,Khavda Renewable Energy Park,11467.90245207121,66513.83,54541340.6,33256915.0,2479151.85,54541.34,33256.92,2.48
2023-02-02,Khavda Renewable Energy Park,11306.972085627103,65580.44,53775960.8,32790220.0,2444361.85,53775.96,32790.22,2.44
2023-02-03,Khavda Renewable Energy Park,10474.725462985076,60753.41,49817796.2,30376705.0,2264445.28,49817.8,30376.7,2.26
2023-02-04,Khavda Renewable Energy Park,10765.270446743856,62438.57,51199627.4,31219285.0,2327255.79,51199.63,31219.28,2.33
2023-02-05,Khavda Renewable Energy Park,8201.29939617872,47567.54,39005382.8,23783770.0,1772971.95,39005.38,23783.77,1.77
2023-02-06,Khavda Renewable Energy Park,10585.46544574592,61395.7,50344474.0,30697850.0,2288385.18,50344.47,30697.85,2.29
2023-02-07,Khavda Renewable Energy Park,9840.484686766758,57074.81,46801344.2,28537405.0,2127333.83,46801.34,28537.4,2.13
2023-02-08,Khavda Renewable Energy Park,11122.25910829469,64509.1,52897462.0,32254550.0,2404430.09,52897.46,32254.55,2.4
2023-02-09,Khavda Renewable Energy Park,11887.286587312716,68946.26,56535933.2,34473130.0,2569815.15,56535.93,34473.13,2.57
2023-02-10,Khavda Renewable Energy Park,11364.77496772122,65915.69,54050865.8,32957845.0,2456857.54,54050.87,32957.84,2.46
2023-02-11,Khavda Renewable Energy Park,11004.949580811675,63828.71,52339542.2,31914355.0,2379070.1,52339.54,31914.36,2.38
2023-02-12,Khavda Renewable Energy Park,11502.39281389761,66713.88,54705381.6,33356940.0,2486608.25,54705.38,33356.94,2.49
2023-02-13,Khavda Renewable Energy Park,11723.979177944791,67999.08,55759245.6,33999540.0,2534511.16,55759.25,33999.54,2.53
2023-02-14,Khavda Renewable Energy Park,12362.684408654604,71703.57,58796927.4,35851785.0,2672587.61,58796.93,35851.79,2.67
2023-02-15,Khavda Renewable Energy Park,7924.769232850343,45963.66,37690201.2,22981830.0,1713190.96,37690.2,22981.83,1.71
2023-02-16,Khavda Renewable Energy Park,7617.702382293979,44182.67,36229789.4,22091335.0,1646808.61,36229.79,22091.34,1.65
2023-02-17,Khavda Renewable Energy Park,11972.563383345814,69440.87,56941513.4,34720435.0,2588250.61,56941.51,34720.44,2.59
